title,description,release_year,genres_list,rating,votes,directors,actors,runtime_minutes
Unfaithful,"Connie is a wife and mother whose 11-year marriage to Edward has lost its sexual spark. When Connie literally runs into handsome book collector Paul, he sweeps her into an all-consuming affair. But Edward soon becomes suspicious and decides to confront the other man.",2002.0,"['Thriller', 'Drama']",6.3,276.0,Adrian Lyne,Richard Gere Diane Lane Olivier Martinez Erik Per Sullivan Zeljko Ivanek,124 minutes
Diary of a Wimpy Kid: Rodrick Rules,"Back in middle school after summer vacation, Greg Heffley and his older brother Rodrick must deal with their parents' misguided attempts to have them bond.",2011.0,"['Family', 'Comedy']",6.3,238.0,David Bowers,Zachary Gordon Devon Bostick Rachael Harris Robert Capron Steve Zahn,99 minutes
The Beaver,"Suffering from a severe case of depression, toy company CEO Walter Black (Mel Gibson) begins using a beaver hand puppet to help him open up to his family. With his father seemingly going insane, adolescent son Porter (Anton Yelchin) pushes for his parents to get a divorce. Jodie Foster directs and co-stars as Walter's wife in this dark comedy that also features Riley Thomas Stewart and Jennifer Lawrence.",2011.0,['Drama'],6.3,276.0,Jodie Foster,Jodie Foster Mel Gibson Jennifer Lawrence Anton Yelchin Zachary Booth,91 minutes
Flyboys,"The adventures of the Lafayette Escadrille, young Americans who volunteered for the French military before the U.S. entered World War I, and became the country's first fighter pilots.",2006.0,"['Action', 'Adventure', 'Drama', 'History', 'Romance']",6.3,271.0,Tony Bill,James Franco David Ellison Jean Reno Philip Winchester Abdul Salis,140 minutes
Butterfly on a Wheel,A sociopathic kidnapper methodically pushes a desperate pair of parents to their absolute breaking point.,2007.0,"['Crime', 'Drama', 'Thriller']",6.3,130.0,Mike Barker,Pierce Brosnan Maria Bello Gerard Butler Emma Karwandy Claudette Mink,95 minutes
Harsh Times,"Jim Davis is an ex-Army Ranger who finds himself slipping back into his old life of petty crime after a job offer from the LAPD evaporates. His best friend is pressured by his girlfriend Sylvia to find a job, but Jim is more interested in hanging out and making cash from small heists, while trying to get a law enforcement job so he can marry his Mexican girlfriend.",2005.0,"['Crime', 'Drama', 'Thriller', 'Action']",6.3,197.0,David Ayer,Christian Bale Freddy Rodr\u00edguez Eva Longoria Chaka Forman Tammy Trull,120 minutes
Get Rich or Die Tryin',"A tale of an inner city drug dealer who turns away from crime to pursue his passion, rap music.",2005.0,['Drama'],6.3,186.0,Jim Sheridan,50 Cent Joy Bryant Adewale Akinnuoye-Agbaje Omar Benson Miller Terrence Howard,117 minutes
Thunder and the House of Magic,"Thunder, an abandoned young cat seeking shelter from a storm, stumbles into the strangest house imaginable, owned by an old magician and inhabited by a dazzling array of automatons and gizmos. Not everyone welcomes the new addition to the troupe as Jack Rabbit and Maggie Mouse plot to evict Thunder. The situation gets worse when the magician lands in hospital and his scheming nephew sees his chance to cash in by selling the mansion. Our young hero is determined to earn his place and so he enlists the help of some wacky magician's assistants to protect his magical new home.",2013.0,"['Family', 'Fantasy', 'Animation', 'Adventure']",6.3,121.0,Ben Stassen,Brianne Siddall Joey Camen Elisa Gabrielli Robin Atkin Downes Shanelle Workman,85 minutes
Night Watch,"Among normal humans live the ""Others"" possessing various supernatural powers. They are divided up into the forces of light and the forces of the dark, who signed a truce several centuries ago to end a devastating battle. Ever since, the forces of light govern the day while the night belongs to their dark opponents. In modern day Moscow the dark Others actually roam the night as vampires while a ""Night Watch"" of light forces, among them Anton, the movie's protagonist, try to control them and limit their outrage",2004.0,"['Fantasy', 'Action', 'Thriller']",6.3,210.0,Timur Bekmambetov,Konstantin Khabenskiy Vladimir Menshov Galina Tyunina Mariya Poroshina Zhanna Friske,114 minutes
In & Out,A midwestern teacher questions his sexuality after a former student makes a comment about him at the Academy Awards.,1997.0,"['Comedy', 'Romance']",6.3,177.0,Frank Oz,Kevin Kline Joan Cusack Tom Selleck Matt Dillon Debbie Reynolds,90 minutes
How High,"Multi-platinum rap superstars Redman and Method Man star as Jamal and Silas, two regular guys who smoke something magical, ace their college entrance exams and wind up at Harvard. Ivy League ways are strange but Silas and Jamal take it in a stride -- until their supply of supernatural smoke runs dry. That's when they have to start living by their wits and rely on their natural resources to make the grade.",2001.0,['Comedy'],6.3,218.0,Jesse Dylan,Method Man Redman Obba Babatund\u00e9 Mike Epps Anna Maria Horsford,93 minutes
The Rules of Attraction,"The incredibly spoiled and overprivileged students of Camden College are a backdrop for an unusual love triangle between a drug dealer, a virgin and a bisexual classmate.",2002.0,"['Comedy', 'Drama', 'Romance']",6.3,168.0,Roger Avary,James Van Der Beek Shannyn Sossamon Ian Somerhalder Jessica Biel Kate Bosworth,110 minutes
Joy Ride,"Three young people on a road trip from Colorado to New Jersey talk to a trucker on their CB radio, then must escape when he turns out to be a psychotic killer.",2001.0,"['Mystery', 'Thriller', 'Drama']",6.3,325.0,John Dahl,Steve Zahn Paul Walker Leelee Sobieski Jessica Bowman Stuart Stone,97 minutes
Silent Running,"In a future Earth barren of all flora and fauna, the planet's ecosystems exist only in large pods attached to spacecraft. When word comes in that the pods are to be jettisoned into space and destroyed so that the spacecraft can be reused for commercial purposes, most of the crew of the Valley Forge rejoice at the prospect of going home. Not so for botanist Freeman Lowell who loves the forest and its creatures, so decides to take matters into his own hands to protect what he loves.",1972.0,"['Adventure', 'Drama', 'Science', 'Fiction']",6.3,177.0,Douglas Trumbull,Bruce Dern Cliff Potts Ron Rifkin Jesse Vint Steven Brown,89 minutes
Pride and Glory,"A saga centered on a multi-generational family of New York City Police officers. The family's moral codes are tested when Ray Tierney, investigates a case that reveals an incendiary police corruption scandal involving his own brother-in-law. For Ray, the truth is revelatory, a Pandora's Box that threatens to upend not only the Tierney legacy but the entire NYPD.",2008.0,"['Thriller', 'Crime', 'Drama']",6.3,240.0,Gavin O'Connor,Edward Norton Jon Voight Colin Farrell Noah Emmerich Jennifer Ehle,130 minutes
Save the Last Dance,"A white midwestern girl moves to Chicago, where her new boyfriend is a black teen from the South Side with a rough, semi-criminal past.",2001.0,"['Drama', 'Family', 'Romance', 'Music']",6.3,352.0,Thomas Carter,Julia Stiles Sean Patrick Thomas Kerry Washington Fredro Starr Terry Kinney,112 minutes
The Tigger Movie,"As it happens, everybody - Pooh, Piglet, Eeyore, Roo, Rabbit, Owl - is busy preparing a suitable winter home for Eeyore. When everything they do seems to get undone by Tigger's exuberant bouncing, Rabbit suggest Tigger go outside and find other tiggers to bounce with - a notion Tigger finds ridiculous because, after all, he's ""the onliest one"" Or is he?",2000.0,"['Animation', 'Family']",6.3,143.0,Jun Falkenstein,Jim Cummings Nikita Hopkins Ken Sansom John Fiedler Peter Cullen,77 minutes
Blast from the Past,"Following a bomb scare in the 1960s that locked the Webers into their bomb shelter for 35 years, Adam now ventures forth into Los Angeles to obtain food and supplies for his family, and a non-mutant wife for himself.",1999.0,"['Comedy', 'Romance']",6.3,245.0,Hugh Wilson,Brendan Fraser Alicia Silverstone Christopher Walken Sissy Spacek Nathan Fillion,112 minutes
May,"Psychological horror about a lonely young woman traumatized by a difficult childhood, and her increasingly desperate attempts to connect with the people around her.",2002.0,"['Drama', 'Horror', 'Thriller', 'Romance']",6.3,152.0,Lucky McKee,Angela Bettis Jeremy Sisto Anna Faris James Duval Nichole Hiltz,93 minutes
Nothing to Lose,"Advertising executive Nick Beame learns that his wife is sleeping with his employer. In a state of despair, he encounters a bumbling thief whose attempted carjacking goes awry when Nick takes him on an involuntary joyride. Soon the betrayed businessman and the incompetent crook strike up a partnership and develop a robbery-revenge scheme. But it turns out that some other criminals in the area don't appreciate the competition.",1997.0,"['Action', 'Adventure', 'Comedy']",6.3,174.0,Steve Oedekerk,Tim Robbins Martin Lawrence John C. McGinley Kelly Preston Irma P. Hall,97 minutes
Miss Potter,"The story of Beatrix Potter, the author of the beloved and best-selling children's book, ""The Tale of Peter Rabbit"", and her struggle for love, happiness and success.",2006.0,"['Drama', 'Family', 'Romance']",6.3,141.0,Chris Noonan,Ewan McGregor Ren\u00e9e Zellweger Emily Watson Barbara Flynn Bill Paterson,92 minutes
Quartet,"The directorial debut of Dustin Hoffman, Quartet is a high-drama comedy about temperamental divas and old grudges, passion and pride, romance and Rigoletto. At a home for retired musicians, the annual concert to celebrate Verdi's birthday is disrupted by the arrival of Jean, an eternal diva and former wife of one of the residents. Expect poignancy and plenty of laughs.",2012.0,"['Drama', 'Comedy', 'Romance']",6.3,139.0,Dustin Hoffman,Maggie Smith Tom Courtenay Billy Connolly Pauline Collins Michael Gambon,98 minutes
The Warrior's Way,"An Asian assassin (Dong-gun Jang) is forced to hide in a small town in the American Badlands. Also starring Kate Bosworth, Danny Huston, Tony Cox and Academy Award winner Geoffrey Rush.",2010.0,"['Adventure', 'Fantasy', 'Action', 'Western', 'Thriller']",6.3,136.0,Sngmoo Lee,Kate Bosworth Jang Dong-gun Geoffrey Rush Danny Huston Ti Lung,100 minutes
When the Game Stands Tall,A young coach turns a losing high school football program around to go undefeated for 12 consecutive seasons.,2014.0,['Drama'],6.3,130.0,Thomas Carter,Jim Caviezel Michael Chiklis Laura Dern Clancy Brown Ser'Darius Blain,115 minutes
Mr. Nice Guy,A Chinese chef accidentally gets involved with a news reporter who filmed a drug bust that went awry and is now being chased by gangs who are trying to get the video tape.,1997.0,"['Crime', 'Action', 'Comedy']",6.3,128.0,Sammo Hung,Jackie Chan Richard Norton Miki Lee Gabrielle Fitzpatrick Karen McLymont,113 minutes
Road House,"The Double Deuce is the meanest, loudest and rowdiest bar south of the Mason-Dixon Line, and Dalton (Patrick Swayze) has been hired to clean it up. He might not look like much, but the Ph.D.-educated bouncer proves he's more than capable -- busting the heads of troublemakers and turning the roadhouse into a jumping hot-spot. But Dalton's romance with the gorgeous Dr. Clay (Kelly Lynch) puts him on the bad side of cutthroat local big shot Brad Wesley (Ben Gazzara).",1989.0,"['Action', 'Thriller']",6.3,252.0,Rowdy Herrington,Patrick Swayze Kelly Lynch Sam Elliott Ben Gazzara Marshall R. Teague,114 minutes
Hardball,"An aimless young man who is scalping tickets, gambling and drinking, agrees to coach a Little League team from the Cabrini Green housing project in Chicago as a condition of getting a loan from a friend.",2001.0,"['Comedy', 'Romance']",6.3,123.0,Brian Robbins,Keanu Reeves Diane Lane Michael B. Jordan D. B. Sweeney John Hawkes,106 minutes
Midnight in the Garden of Good and Evil,"A visiting city reporter's assignment suddenly revolves around the murder trial of a local millionaire, whom he befriends.",1997.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",6.3,157.0,Clint Eastwood,John Cusack Kevin Spacey Jude Law Alison Eastwood Jack Thompson,155 minutes
X-Men: The Last Stand,"When a cure is found to treat mutations, lines are drawn amongst the X-Men and The Brotherhood, a band of powerful mutants organized under Xavier's former ally, Magneto.",2006.0,"['Adventure', 'Action', 'Science', 'Fiction', 'Thriller']",6.3,3525.0,Brett Ratner,Hugh Jackman Halle Berry Ian McKellen Patrick Stewart Famke Janssen,104 minutes
Tomorrowland,"Bound by a shared destiny, a bright, optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as ""Tomorrowland.""",2015.0,"['Adventure', 'Family', 'Mystery', 'Science', 'Fiction']",6.2,2846.0,Brad Bird,Britt Robertson George Clooney Raffey Cassidy Thomas Robinson Hugh Laurie,130 minutes
